"X";"Well";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qPCRno";"ProjectNm";"AssIDNo";"spcabbr";"pltno";"qpcrmach";"qpcrrundate";"replno";"smplno";"templvol";"Fixated";"bufferadded";"inctmp";"inctime";"Typesmpl";"templ.vol2";"smplno2";"col.06"
"339";51;"A9";"Unknown";17;0.0599;35.73;6.92;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";"#FF0046"
"340";52;"A10";"Unknown";17;0.0599;36.8;3.45;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";"#FF0046"
"341";53;"A11";"Unknown";17;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";"#FF0046"
"342";54;"A12";"Unknown";17;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";"#FF0046"
"343";55;"B7";"Unknown";18;0.0599;34.93;11.63;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
"344";56;"B8";"Unknown";18;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
"345";57;"B9";"Unknown";18;0.0599;39.95;0.4501;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
"346";58;"B10";"Unknown";18;0.0599;37.62;2.04;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
"347";59;"B11";"Unknown";18;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
"348";60;"B12";"Unknown";18;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";"#FF0023"
